1707776235.000000, IBI
127.203125,0.718750
128.203125,1.000000
1071.687500,0.531250
1094.281250,0.468750
1094.781250,0.500000
1095.406250,0.625000
1102.484375,0.609375
1199.843750,0.859375
1200.531250,0.687500
1201.437500,0.906250
1215.296875,0.421875
1248.171875,0.546875
1260.078125,0.546875
1260.593750,0.515625
1261.125000,0.531250
1261.656250,0.531250
1262.171875,0.515625
1262.734375,0.562500
1263.234375,0.500000
1263.734375,0.500000
1264.218750,0.484375
1264.765625,0.546875
1265.296875,0.531250
1265.843750,0.546875
1266.406250,0.562500
1266.906250,0.500000
1267.500000,0.593750
1283.296875,0.531250
1283.859375,0.562500
1284.421875,0.562500
1284.953125,0.531250
1285.500000,0.546875
1286.078125,0.578125
1286.656250,0.578125
1287.218750,0.562500
1287.781250,0.562500
1288.328125,0.546875
1288.906250,0.578125
1289.515625,0.609375
1290.125000,0.609375
1290.687500,0.562500
1291.234375,0.546875
1291.796875,0.562500
1292.406250,0.609375
1293.031250,0.625000
1293.640625,0.609375
1294.234375,0.593750
1294.828125,0.593750
1295.421875,0.593750
1296.000000,0.578125
1296.578125,0.578125
1297.125000,0.546875
1297.671875,0.546875
1298.250000,0.578125
1298.843750,0.593750
1299.453125,0.609375
1300.062500,0.609375
1300.671875,0.609375
1301.250000,0.578125
1310.421875,0.531250
1359.406250,0.546875
1359.984375,0.578125
1360.593750,0.609375
1361.109375,0.515625
1361.765625,0.656250
1384.000000,0.578125
1384.593750,0.593750
1385.203125,0.609375
1385.828125,0.625000
1386.437500,0.609375
1387.031250,0.593750
1387.640625,0.609375
1388.234375,0.593750
1388.890625,0.656250
1389.453125,0.562500
1402.000000,0.609375
1402.625000,0.625000
1409.921875,0.562500
1410.578125,0.656250
1411.156250,0.578125
1411.750000,0.593750
1412.343750,0.593750
1412.921875,0.578125
1413.484375,0.562500
1417.250000,0.531250
1417.734375,0.484375
1420.921875,0.562500
1421.468750,0.546875
1422.000000,0.531250
1422.609375,0.609375
1444.750000,0.562500
1445.343750,0.593750
1451.484375,0.531250
1452.031250,0.546875
1452.578125,0.546875
1453.109375,0.531250
1453.640625,0.531250
1454.171875,0.531250
1454.718750,0.546875
1455.250000,0.531250
1455.859375,0.609375
1456.359375,0.500000
1456.890625,0.531250
1457.421875,0.531250
1457.984375,0.562500
1458.531250,0.546875
1459.093750,0.562500
1459.625000,0.531250
1460.156250,0.531250
1460.687500,0.531250
1467.218750,0.531250
1467.781250,0.562500
1468.312500,0.531250
1468.843750,0.531250
1517.218750,0.531250
1517.765625,0.546875
1518.312500,0.546875
1518.843750,0.531250
1519.343750,0.500000
1519.843750,0.500000
1520.359375,0.515625
1520.859375,0.500000
1521.359375,0.500000
1521.906250,0.546875
1522.437500,0.531250
1522.953125,0.515625
1525.562500,0.515625
1526.109375,0.546875
1526.656250,0.546875
1527.187500,0.531250
1527.750000,0.562500
1531.687500,0.546875
1536.328125,0.546875
1536.828125,0.500000
1537.343750,0.515625
1542.375000,0.546875
1542.843750,0.468750
1543.328125,0.484375
1543.843750,0.515625
1544.375000,0.531250
1544.906250,0.531250
1545.421875,0.515625
1545.937500,0.515625
1546.468750,0.531250
1553.046875,0.515625
1553.562500,0.515625
1554.062500,0.500000
